filename,width,height,class,xmin,ymin,xmax,ymax
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0011_jpg.rf.4330cf88a9fc215a1f43a57a6c006232.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0003_jpg.rf.d2e089dd1d9229157f291589b59a45be.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0021_jpg.rf.e9eab62ed1fb6e6c64652abe3d5ab0d9.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0017_jpg.rf.c0cbe55b818ccaeb8bb1306a2783b713.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0032_jpg.rf.3766febed2d9c589e844c30aa7a44b07.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0014_jpg.rf.76482bff3d132f7cbe9be9bce8c5f267.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1151,715,1179,734
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1371,509,1388,533
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1348,225,1358,253
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1233,859,1250,878
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,955,629,988,656
DJI_0010_MP4-0038_jpg.rf.a0aa7c2925dcf47a2f1b7d7232210c96.jpg,2688,1512,vehicles,1369,738,1387,781
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,boundaries,0,0,1244,451
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,boundaries,0,207,1239,1511
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,boundaries,1439,673,2687,1511
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,boundaries,1398,0,2686,665
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1425,551,1726,719
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1416,591,2687,800
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1512,858,1674,924
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1437,913,1521,1015
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1297,870,1364,1511
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,993,696,1203,896
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,0,98,1144,712
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,938,255,1216,607
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,obstacle,1309,0,1329,641
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,vehicles,1105,596,1135,620
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,vehicles,1349,362,1372,406
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,vehicles,1899,1263,1925,1293
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,vehicles,1368,425,1378,446
DJI_0010_MP4-0031_jpg.rf.04480b06ba9c20d9f1d3233f330c5d0a.jpg,2688,1512,vehicles,1151,715,1179,734
